review,rating
"Good Game Destroyed by Ads, start game watch ad, end game watch ad. you lose, watch ad. do anything watch ad. Sometimes i think im playing game or playing ads ? The ads are more engaging than the game itself. I start playing in ads. A game showing ads of game which let's you play games in the ads so you dont play the actual game but you start playing the games from the ads. On top of that there's s subscription to remove the ads ? I mean tetris is okay but not that great that I would subscribe.",1
not loading,1
"Paid for no ads, Still get ads!",1
fun 67.,5
"**UPDATE: Ads have gotten more and more obnoxious! Temu 'prizes' that you can't get out of, 'claim' buttons for rewards that are just another ad, no option to close ads without going to the Play store. Free apps are expected to have ads, but this goes too far!** The most authentic Tetris for Android, especially in marathon mode. Game play has room for improvement, like pieces rotating incorrectly. I.e. you rotate a piece once too far, 3 taps should put it back where you want it. But it doesn't.",2
Not like the Tetris of old but was pretty good until today when adverts appeared after every attempt of a level so uninstalling as now wanting purchases to end levels too after getting so far. Shame was pretty good until advert shoved in,2
"the moment I got a pop up it reminded me I have this on DS. I would rather carry an extra item then deal with a single ad on a ""offline"" game. disgusting",1
GOOD,5
"Good game, LOTS OF ADS but really fun!",4
Wouldn't Load,1
idk how multiple decades pass and somehow this ends up being worse then the og tetris from back in the day. This game is way to easy and it holds your hand as if you're retarded and can't think for yourself. End result is a game that isn't engaging at all.,1
"fine game, fine software and UI, just not my idea of a Tetris experience. I yearned for the infinite potential game play of classic Tetris. maybe there's a way to get that, but all I could find is a clear each level version. To me that defeats Tetris.",3
annoying ads,1
Nothing like the original. Ad's after every game. Can't move blocks were you want them. Shouldn't have been licensed to this game maker. Would rather see the original back on Google play store.,1
fun. bunch of ads,4
in the middle of playing it says that your phone has been infected with viruses and need you to press the proceed button. it says all banking information and other personal information is at risk. it's happened to me multiple times on this app. I close the app and then open it again and it's fine but just very annoying and could be bad for older people who might like metric but fall for those types of things.,1
"Good tetris, bad app. Disgusting amount of ads that lock the whole screen to try and demo them, almost every single one will open the play store after. Remove ads is $3 and ONLY LASTS 30 DAYS!",2
thank you for the support,5
cannot play offline.,1
"after each play you get an ad for a game and even if you play the ad you can't get out of it. It doesn't let you go back to the game. You have to end the game and then start the app over. I've just started reporting all the ads as inappropriate. Maybe that will do something about it, I don't know.",1
I don't want to sign up or play via Facebook. I uninstalled it immediately.,1
HOLY ADS.,1
"too many ads, and got to be on Facebook to play",1
Ads are too disruptive.,1
"Appreciate this game for being actual Tetris. A lot of the Tetris games advertise are block puzzles games, not the case for this one. The game sound is also so nostalgic.",5
app asks for too much info and way too many ads. no permanent ad removal pack offered only a 30 day one. Just another way for las Vegas to milk you out of your money. dont download. not only all that the game will tank you as soon as you start doing really well. stalling progress unless you spend money.,1
